,target,Categories,Nfreq,Vfreq,freq,NVratio,Vditrans,Vtrans,Vintrans,Nmorph,MorphStatus,rel_type
31637,cosmopolite,['noun'],1,0,1,2.0,False,False,False,0,obscure,norel
31641,mentor,['noun'],38,0,38,39.0,False,False,False,0,obscure,norel
31667,tradesman,['noun'],38,0,38,39.0,False,False,False,1,complex,norel
31685,hutch,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
31687,candelabra,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
31689,laundress,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
31693,appendage,['noun'],27,0,27,28.0,False,False,False,1,complex,norel
31694,machinist,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
31708,fulmar,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
31710,committeeman,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31715,kilowatt,['noun'],32,0,32,33.0,False,False,False,1,complex,norel
31725,moppet,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
31726,greenfly,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31731,valse,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
31735,clapper,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
31736,camellia,['noun'],5,0,5,6.0,False,False,False,0,may_include_a_root,norel
31738,friary,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
31739,underside,['noun'],90,0,90,91.0,False,False,False,1,complex,norel
31751,embalmer,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31755,vehicle,['noun'],762,0,762,763.0,False,False,False,1,monomorphemic,norel
31756,nightcap,['noun'],22,0,22,23.0,False,False,False,1,complex,norel
31757,tourist,['noun'],628,0,628,629.0,False,False,False,2,complex,norel
31763,seascape,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
31778,cranny,['noun'],16,0,16,17.0,False,False,False,0,obscure,norel
31791,nitwit,['noun'],6,0,6,7.0,False,False,False,0,may_include_a_root,norel
31792,motel,['noun'],150,0,150,151.0,False,False,False,1,complex,norel
31793,tonsil,['noun'],26,0,26,27.0,False,False,False,0,may_include_a_root,norel
31794,cognomen,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
31795,motet,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
31807,rapist,['noun'],51,0,51,52.0,False,False,False,1,complex,norel
31818,rand,['noun'],44,0,44,45.0,False,False,False,1,monomorphemic,norel
31819,dunce,['noun'],8,0,8,9.0,False,False,False,1,monomorphemic,norel
31821,puck,['noun'],8,0,8,9.0,False,False,False,1,monomorphemic,norel
31822,rani,['noun'],52,0,52,53.0,False,False,False,0,undetermined,norel
31829,calorie,['noun'],213,0,213,214.0,False,False,False,1,monomorphemic,norel
31831,toy,['noun'],593,0,593,594.0,False,False,False,1,monomorphemic,norel
31832,tor,['noun'],71,0,71,72.0,False,False,False,1,monomorphemic,norel
31836,tot,['noun'],33,0,33,34.0,False,False,False,1,monomorphemic,norel
31839,ton,['noun'],492,0,492,493.0,False,False,False,1,monomorphemic,norel
31842,tom,['noun'],22,0,22,23.0,False,False,False,1,monomorphemic,norel
31851,solicitor,['noun'],387,0,387,388.0,False,False,False,1,complex,norel
31852,ankle,['noun'],359,0,359,360.0,False,False,False,1,monomorphemic,norel
31854,wardrobe,['noun'],186,0,186,187.0,False,False,False,1,complex,norel
31858,scrutineer,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31868,bloater,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
31870,radiogram,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
31875,cottager,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31898,phantasm,['noun'],9,0,9,10.0,False,False,False,0,may_include_a_root,norel
31911,shipmate,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
31912,gas-stove,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
31913,crotchet,['noun'],4,0,4,5.0,False,False,False,0,may_include_a_root,norel
31921,carbine,['noun'],36,0,36,37.0,False,False,False,1,monomorphemic,norel
31924,stanza,['noun'],20,0,20,21.0,False,False,False,1,monomorphemic,norel
31936,window-box,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
31959,brigadier-general,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
31962,thrashing,['noun'],14,0,14,15.0,False,False,False,1,zero_derivation,norel
31973,G-string,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
31974,byword,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
31978,postbox,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
31991,larynx,['noun'],14,0,14,15.0,False,False,False,1,monomorphemic,norel
31997,goddess,['noun'],188,0,188,189.0,False,False,False,1,complex,norel
32001,sense-organ,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32008,godparent,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
32010,litigant,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
32021,sprite,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
32022,second-rater,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
32030,glider,['noun'],74,0,74,75.0,False,False,False,1,complex,norel
32051,desideratum,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
32060,sound-recording,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32063,boater,['noun'],7,0,7,8.0,False,False,False,2,complex,norel
32067,hamster,['noun'],69,0,69,70.0,False,False,False,0,may_include_a_root,norel
32074,vulture,['noun'],69,0,69,70.0,False,False,False,0,may_include_a_root,norel
32077,portal,['noun'],29,0,29,30.0,False,False,False,0,obscure,norel
32082,tassel,['noun'],26,0,26,27.0,False,False,False,1,monomorphemic,norel
32093,dewlap,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
32106,elk,['noun'],25,0,25,26.0,False,False,False,1,monomorphemic,norel
32111,elf,['noun'],12,0,12,13.0,False,False,False,1,monomorphemic,norel
32112,titmouse,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32116,teenager,['noun'],279,0,279,280.0,False,False,False,1,complex,norel
32126,hermitage,['noun'],46,0,46,47.0,False,False,False,1,complex,norel
32150,officer,['noun'],2514,0,2514,2515.0,False,False,False,1,complex,norel
32153,valence,['noun'],12,0,12,13.0,False,False,False,0,obscure,norel
32157,roamer,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
32158,lecturer,['noun'],232,0,232,233.0,False,False,False,1,complex,norel
32163,goatherd,['noun'],16,0,16,17.0,False,False,False,1,complex,norel
32164,zloty,['noun'],14,0,14,15.0,False,False,False,0,undetermined,norel
32166,quadrille,['noun'],6,0,6,7.0,False,False,False,0,obscure,norel
32169,vesper,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
32170,doorstep,['noun'],111,0,111,112.0,False,False,False,1,complex,norel
32183,mosquito,['noun'],96,0,96,97.0,False,False,False,0,undetermined,norel
32189,proprietress,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
32191,dalmatian,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
32192,chapter,['noun'],2249,0,2249,2250.0,False,False,False,0,may_include_a_root,norel
32194,bylaw,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
32196,cowboy,['noun'],113,0,113,114.0,False,False,False,1,complex,norel
32197,latrine,['noun'],37,0,37,38.0,False,False,False,1,monomorphemic,norel
32204,bridle-path,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32206,crinoid,['noun'],5,0,5,6.0,False,False,False,0,may_include_a_root,norel
32207,sluggard,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32209,trafficker,['noun'],2,0,2,3.0,False,False,False,2,complex,norel
32212,lay-out,['noun'],73,0,73,74.0,False,False,False,1,zero_derivation,norel
32213,cauldron,['noun'],42,0,42,43.0,False,False,False,0,may_include_a_root,norel
32218,cubicle,['noun'],114,0,114,115.0,False,False,False,1,monomorphemic,norel
32224,gig,['noun'],14,0,14,15.0,False,False,False,1,monomorphemic,norel
32227,seeker,['noun'],31,0,31,32.0,False,False,False,1,complex,norel
32229,play-off,['noun'],6,0,6,7.0,False,False,False,1,zero_derivation,norel
32232,standard-bearer,['noun'],5,0,5,6.0,False,False,False,2,complex,norel
32252,fundament,['noun'],2,0,2,3.0,False,False,False,0,obscure,norel
32258,phoneme,['noun'],5,0,5,6.0,False,False,False,0,may_include_a_root,norel
32273,node,['noun'],20,0,20,21.0,False,False,False,1,monomorphemic,norel
32274,nobleman,['noun'],37,0,37,38.0,False,False,False,1,complex,norel
32275,cleric,['noun'],20,0,20,21.0,False,False,False,0,obscure,norel
32276,toad,['noun'],76,0,76,77.0,False,False,False,1,monomorphemic,norel
32278,water-main,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32282,snack-counter,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32283,navel,['noun'],72,0,72,73.0,False,False,False,1,monomorphemic,norel
32291,handbill,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
32298,adjective,['noun'],67,0,67,68.0,False,False,False,0,may_include_a_root,norel
32302,outstation,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
32303,steenbok,['noun'],2,0,2,3.0,False,False,False,0,undetermined,norel
32312,ulna,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
32315,coop,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
32317,coot,['noun'],13,0,13,14.0,False,False,False,1,monomorphemic,norel
32327,coon,['noun'],11,0,11,12.0,False,False,False,1,monomorphemic,norel
32339,invader,['noun'],89,0,89,90.0,False,False,False,1,complex,norel
32342,sandcastle,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
32343,ex-serviceman,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
32345,topsail,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32347,voucher,['noun'],44,0,44,45.0,False,False,False,1,complex,norel
32348,ottoman,['noun'],21,0,21,22.0,False,False,False,0,may_include_a_root,norel
32351,pilferer,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32366,totem-pole,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32373,publisher,['noun'],275,0,275,276.0,False,False,False,1,complex,norel
32377,prude,['noun'],11,0,11,12.0,False,False,False,1,monomorphemic,norel
32383,convolution,['noun'],12,0,12,13.0,False,False,False,2,complex,norel
32390,kilocycle,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
32394,projector,['noun'],40,0,40,41.0,False,False,False,1,complex,norel
32399,handler,['noun'],25,0,25,26.0,False,False,False,1,complex,norel
32409,academician,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
32410,mayfly,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
32424,overpass,['noun'],4,0,4,5.0,False,False,False,2,complex,norel
32426,nexus,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
32428,concierge,['noun'],29,0,29,30.0,False,False,False,0,undetermined,norel
32443,etcher,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32446,quizmaster,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
32456,draining-board,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32457,exhibitionist,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
32464,commodity,['noun'],229,0,229,230.0,False,False,False,0,obscure,norel
32466,cart-track,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
32468,pastorate,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32472,chieftainship,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32474,stonemason,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
32476,estuary,['noun'],118,0,118,119.0,False,False,False,0,may_include_a_root,norel
32485,rondo,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
32495,crampon,['noun'],15,0,15,16.0,False,False,False,1,monomorphemic,norel
32501,pogrom,['noun'],26,0,26,27.0,False,False,False,1,monomorphemic,norel
32504,tern,['noun'],29,0,29,30.0,False,False,False,1,monomorphemic,norel
32509,necklet,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32510,carafe,['noun'],19,0,19,20.0,False,False,False,1,monomorphemic,norel
32516,semifinal,['noun'],35,0,35,36.0,False,False,False,1,complex,norel
32520,ailment,['noun'],78,0,78,79.0,False,False,False,1,complex,norel
32527,coypu,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
32528,apothecary,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
32533,bacteriologist,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
32542,stele,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
32543,gram,['noun'],137,0,137,138.0,False,False,False,1,monomorphemic,norel
32545,pessary,['noun'],2,0,2,3.0,False,False,False,0,obscure,norel
32546,obscurantist,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
32549,oasis,['noun'],53,0,53,54.0,False,False,False,0,may_include_a_root,norel
32550,carnelian,['noun'],5,0,5,6.0,False,False,False,0,obscure,norel
32551,marionette,['noun'],11,0,11,12.0,False,False,False,0,undetermined,norel
32552,tuner,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
32554,gosling,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
32556,swine,['noun'],36,0,36,37.0,False,False,False,1,monomorphemic,norel
32565,arras,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
32570,peddler,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
32573,district,['noun'],810,0,810,811.0,False,False,False,0,may_include_a_root,norel
32580,renter,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
32585,giver,['noun'],27,0,27,28.0,False,False,False,1,complex,norel
32587,girder,['noun'],28,0,28,29.0,False,False,False,1,complex,norel
32594,seducer,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
32606,serf,['noun'],23,0,23,24.0,False,False,False,1,monomorphemic,norel
32610,outcome,['noun'],379,0,379,380.0,False,False,False,1,zero_derivation,norel
32619,scorecard,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
32623,alpinist,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
32626,marathon,['noun'],215,0,215,216.0,False,False,False,0,may_include_a_root,norel
32642,trefoil,['noun'],6,0,6,7.0,False,False,False,0,obscure,norel
32654,tendon,['noun'],92,0,92,93.0,False,False,False,1,monomorphemic,norel
32661,glutton,['noun'],18,0,18,19.0,False,False,False,1,monomorphemic,norel
32665,casebook,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
32669,clothesbasket,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
32672,shibboleth,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
32675,hustler,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
32678,nectarine,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
32688,icebox,['noun'],30,0,30,31.0,False,False,False,1,complex,norel
32691,tyre,['noun'],198,0,198,199.0,False,False,False,1,monomorphemic,norel
32692,rectory,['noun'],28,0,28,29.0,False,False,False,1,complex,norel
32697,he-man,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
32702,workman,['noun'],114,0,114,115.0,False,False,False,2,complex,norel
32705,megalith,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
32710,titleholder,['noun'],1,0,1,2.0,False,False,False,2,complex,norel
32714,turntable,['noun'],16,0,16,17.0,False,False,False,2,complex,norel
32717,stepson,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
32737,louse,['noun'],54,0,54,55.0,False,False,False,1,monomorphemic,norel
32743,tuning-fork,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
32749,berry,['noun'],186,0,186,187.0,False,False,False,1,monomorphemic,norel
32752,groundhog,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32755,cabal,['noun'],16,0,16,17.0,False,False,False,1,monomorphemic,norel
32758,armchair,['noun'],256,0,256,257.0,False,False,False,1,complex,norel
32760,colony,['noun'],327,0,327,328.0,False,False,False,0,obscure,norel
32776,helicopter,['noun'],281,0,281,282.0,False,False,False,0,may_include_a_root,norel
32780,engine,['noun'],1087,0,1087,1088.0,False,False,False,1,monomorphemic,norel
32783,tiger,['noun'],214,0,214,215.0,False,False,False,0,may_include_a_root,norel
32785,minister,['noun'],2312,0,2312,2313.0,False,False,False,1,monomorphemic,norel
32798,mound,['noun'],168,0,168,169.0,False,False,False,1,monomorphemic,norel
32808,couplet,['noun'],13,0,13,14.0,False,False,False,2,complex,norel
32818,persona,['noun'],39,0,39,40.0,False,False,False,0,may_include_a_root,norel
32822,ness,['noun'],155,0,155,156.0,False,False,False,1,monomorphemic,norel
32829,footprint,['noun'],66,0,66,67.0,False,False,False,1,complex,norel
32838,ranch,['noun'],115,0,115,116.0,False,False,False,1,monomorphemic,norel
32840,tit,['noun'],60,0,60,61.0,False,False,False,1,monomorphemic,norel
32843,sun-god,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
32845,half-holiday,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
32846,actress,['noun'],356,0,356,357.0,False,False,False,1,complex,norel
32848,muskmelon,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32851,bombsight,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32862,thimble,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
32864,empiricist,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
32870,blowout,['noun'],5,0,5,6.0,False,False,False,1,zero_derivation,norel
32876,windbreak,['noun'],7,0,7,8.0,False,False,False,2,complex,norel
32883,bracelet,['noun'],113,0,113,114.0,False,False,False,1,complex,norel
32889,four-in-hand,['noun'],2,0,2,3.0,False,False,False,0,irrelevant,norel
32895,wombat,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
32896,esplanade,['noun'],16,0,16,17.0,False,False,False,0,may_include_a_root,norel
32897,shortcoming,['noun'],71,0,71,72.0,False,False,False,1,complex,norel
32907,swordstick,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32913,journeyman,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
32914,sari,['noun'],60,0,60,61.0,False,False,False,0,undetermined,norel
32918,cornucopia,['noun'],19,0,19,20.0,False,False,False,0,may_include_a_root,norel
32933,breakwater,['noun'],16,0,16,17.0,False,False,False,1,complex,norel
32944,stickler,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
32950,potpourri,['noun'],5,0,5,6.0,False,False,False,0,obscure,norel
32958,clasp-knife,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
32962,burro,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
32967,quin,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
32971,djinn,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
32972,feeler,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
32978,ruffian,['noun'],20,0,20,21.0,False,False,False,0,obscure,norel
32983,smokescreen,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
32987,bishop,['noun'],575,0,575,576.0,False,False,False,1,monomorphemic,norel
32993,heathen,['noun'],52,0,52,53.0,False,False,False,1,monomorphemic,norel
32995,trajectory,['noun'],38,0,38,39.0,False,False,False,0,obscure,norel
33008,paper-knife,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
33012,proboscis,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
33013,countdown,['noun'],21,0,21,22.0,False,False,False,1,zero_derivation,norel
33014,gunwale,['noun'],36,0,36,37.0,False,False,False,1,complex,norel
